country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Latvia,LVA,2021-01-15,15136.0,,,1865.0,1258.0,0.8,,,667.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-16,15799.0,,,663.0,1309.0,0.84,,,694.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-17,15916.0,,,117.0,1279.0,0.84,,,678.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-18,16759.0,,,843.0,1204.0,0.89,,,638.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-19,17635.0,,,876.0,1098.0,0.93,,,582.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-20,18405.0,,,770.0,993.0,0.98,,,526.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-21,18684.0,,,279.0,773.0,0.99,,,410.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-22,18897.0,,,213.0,537.0,1.0,,,285.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-23,19022.0,,,125.0,460.0,1.01,,,244.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-24,,,,,491.0,,,,260.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-25,19689.0,,,,419.0,1.04,,,222.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-26,20537.0,,,848.0,415.0,1.09,,,220.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-27,21355.0,,,818.0,421.0,1.13,,,223.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lithuania,LTU,2020-12-27,2418.0,2418.0,,,,0.09,0.09,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2020-12-28,5203.0,5203.0,,2785.0,2785.0,0.19,0.19,,1023.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2020-12-29,8189.0,8189.0,,2986.0,2886.0,0.3,0.3,,1060.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2020-12-30,9722.0,9722.0,,1533.0,2435.0,0.36,0.36,,894.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2020-12-31,9747.0,9747.0,,25.0,1832.0,0.36,0.36,,673.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-01,,,,,1491.0,,,,548.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-02,,,,,1263.0,,,,464.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-03,,,,,1100.0,,,,404.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-04,,,,,720.0,,,,264.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-05,10366.0,10366.0,,,311.0,0.38,0.38,,114.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-06,13865.0,13865.0,,3499.0,592.0,0.51,0.51,,217.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-07,18007.0,18007.0,,4142.0,1180.0,0.66,0.66,,433.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-08,23150.0,23150.0,,5143.0,1897.0,0.85,0.85,,697.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-09,23454.0,23454.0,,304.0,1923.0,0.86,0.86,,706.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-10,23457.0,23457.0,,3.0,1906.0,0.86,0.86,,700.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-11,25660.0,25660.0,,2203.0,2203.0,0.94,0.94,,809.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-12,27741.0,27741.0,,2081.0,2482.0,1.02,1.02,,912.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-13,33820.0,33820.0,,6079.0,2851.0,1.24,1.24,,1047.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-14,42413.0,42413.0,,8593.0,3487.0,1.56,1.56,,1281.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-15,49615.0,49615.0,,7202.0,3781.0,1.82,1.82,,1389.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-16,50704.0,50704.0,,1089.0,3893.0,1.86,1.86,,1430.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-17,51834.0,50746.0,1088.0,1130.0,4054.0,1.9,1.86,0.04,1489.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-18,56316.0,53557.0,2759.0,4482.0,4379.0,2.07,1.97,0.1,1609.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-19,62580.0,55918.0,6662.0,6264.0,4977.0,2.3,2.05,0.24,1828.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-20,66011.0,57554.0,8457.0,3431.0,4599.0,2.42,2.11,0.31,1689.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-21,67460.0,58419.0,9041.0,1449.0,3578.0,2.48,2.15,0.33,1314.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-22,67747.0,58697.0,9050.0,287.0,2590.0,2.49,2.16,0.33,951.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-23,67755.0,58705.0,9050.0,8.0,2436.0,2.49,2.16,0.33,895.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-24,,,,,2277.0,,,,836.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-25,67791.0,58741.0,9050.0,,1639.0,2.49,2.16,0.33,602.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-26,70803.0,61129.0,9674.0,3012.0,1175.0,2.6,2.25,0.36,432.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-27,76387.0,64355.0,12032.0,5584.0,1482.0,2.81,2.36,0.44,544.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,2020-12-30,1200.0,1200.0,,,,0.19,0.19,,,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2020-12-31,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-01,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-02,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-03,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-04,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-05,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-06,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-07,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-08,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-09,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-10,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-11,1943.0,1943.0,,,62.0,0.31,0.31,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-12,2372.0,2372.0,,429.0,114.0,0.38,0.38,,182.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-13,2871.0,2871.0,,499.0,177.0,0.46,0.46,,283.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-14,3233.0,3233.0,,362.0,220.0,0.52,0.52,,351.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-15,,,,,236.0,,,,377.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-16,,,,,252.0,,,,403.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-17,3755.0,3755.0,,,268.0,0.6,0.6,,428.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-18,4569.0,4569.0,,814.0,375.0,0.73,0.73,,599.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-19,5294.0,5294.0,,725.0,417.0,0.85,0.85,,666.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-20,6193.0,6193.0,,899.0,475.0,0.99,0.99,,759.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-21,6897.0,6897.0,,704.0,523.0,1.1,1.1,,835.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-22,,,,,558.0,,,,891.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-23,,,,,592.0,,,,946.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-24,,,,,626.0,,,,1000.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-25,8554.0,7309.0,1245.0,,569.0,1.37,1.17,0.2,909.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-26,9525.0,8280.0,1245.0,971.0,604.0,1.52,1.32,0.2,965.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Luxembourg,LUX,2021-01-27,10449.0,9107.0,1342.0,924.0,608.0,1.67,1.45,0.21,971.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/f1a34dca-9451-48c5-a8af-6b1d3a525730
Malta,MLT,2020-12-28,130.0,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2020-12-29,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2020-12-30,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2020-12-31,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-01,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-02,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-03,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-04,1940.0,,,,259.0,0.44,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-05,,,,,281.0,,,,636.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-06,,,,,304.0,,,,689.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-07,,,,,327.0,,,,741.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-08,,,,,350.0,,,,793.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-09,,,,,373.0,,,,845.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-10,,,,,396.0,,,,897.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-11,4870.0,,,,419.0,1.1,,,949.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-12,,,,,524.0,,,,1187.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-13,,,,,629.0,,,,1425.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-14,,,,,735.0,,,,1665.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-15,9496.0,,,,840.0,2.15,,,1902.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-16,,,,,938.0,,,,2124.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-17,11705.0,,,,1036.0,2.65,,,2346.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-18,13002.0,,,1297.0,1162.0,2.94,,,2632.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-19,14276.0,,,1274.0,1178.0,3.23,,,2668.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-20,15316.0,,,1040.0,1162.0,3.47,,,2632.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-21,16531.0,,,1215.0,1170.0,3.74,,,2650.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-22,17767.0,,,1236.0,1182.0,4.02,,,2677.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-23,18930.0,,,1163.0,1190.0,4.29,,,2695.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-24,19981.0,18783.0,1198.0,1051.0,1182.0,4.53,4.25,0.27,2677.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-25,21172.0,19709.0,1463.0,1191.0,1167.0,4.8,4.46,0.33,2643.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-26,22371.0,20677.0,1694.0,1199.0,1156.0,5.07,4.68,0.38,2618.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-27,23512.0,21417.0,2095.0,1141.0,1171.0,5.33,4.85,0.47,2652.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,2020-12-24,2924.0,2924.0,,,,0.0,0.0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-25,,,,,1300.0,,,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-26,,,,,1300.0,,,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-27,6824.0,6824.0,,,1300.0,0.01,0.01,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-28,9579.0,9579.0,,2755.0,1664.0,0.01,0.01,,13.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-29,18529.0,18529.0,,8950.0,3121.0,0.01,0.01,,24.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-30,24998.0,24998.0,,6469.0,3679.0,0.02,0.02,,29.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2020-12-31,,,,,3695.0,,,,29.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-01,,,,,4051.0,,,,31.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-02,,,,,4407.0,,,,34.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-03,,,,,4763.0,,,,37.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-04,43960.0,43960.0,,,4912.0,0.03,0.03,,38.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-05,48236.0,48236.0,,4276.0,4244.0,0.04,0.04,,33.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-06,53185.0,53185.0,,4949.0,4027.0,0.04,0.04,,31.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
Mexico,MEX,2021-01-07,58402.0,58402.0,,5217.0,4230.0,0.05,0.05,,33.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/037-analiza-gobierno-de-mexico-recomendaciones-para-reforzar-estrategias-contra-covid-19?idiom=es
